Est Number,Premise Name,Premise Address 1,Premise Zip Code,TYPE,Status,Inspection Date,Inspection Type,Score,Violation List
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,19-Jul-2023,2,98,  58
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,19-Jul-2023,2,98,  58
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,13-Oct-2023,1,83,   6   8  13  15  17  25  41  48  54  56
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,605,ACTIVE,05-Jul-2023,2,91,  18  21  29  56
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,605,ACTIVE,12-Jul-2023,2,99,  56
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,12-Jul-2023,2,96,  13  58
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,13-Oct-2023,1,96,  15  54  56
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,605,ACTIVE,12-Jul-2023,12,,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,605,ACTIVE,19-Jul-2023,2,98,  58
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,05-Jul-2023,2,91,  18  21  29  56
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,05-Jul-2023,2,96,  48  58
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,27-Jul-2023,2,100,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,605,ACTIVE,27-Jul-2023,2,100,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,12-Jul-2023,12,,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,13-Oct-2023,1,96,  15  54  56
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,05-Jul-2023,2,96,  48  58
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,12-Jul-2023,2,99,  56
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,12-Jul-2023,12,,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,12-Jul-2023,2,99,  56
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,12-Jul-2023,2,96,  13  58
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,610,ACTIVE,05-Jul-2023,2,91,  18  21  29  56
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,27-Jul-2023,2,100,
53922,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,40504,607,ACTIVE,13-Oct-2023,1,83,   6   8  13  15  17  25  41  48  54  56
85934,"PRESS JUICE BAR & CAFE, THE",191 KENTUCKY AVE.,40502,605,ACTIVE,01-May-2023,1,97,  40  41  44
85934,"PRESS JUICE BAR & CAFE, THE",191 KENTUCKY AVE.,40502,605,ACTIVE,09-Nov-2023,2,100,
85934,"PRESS JUICE BAR & CAFE, THE",191 KENTUCKY AVE.,40502,605,ACTIVE,26-Oct-2023,1,94,  18  40  44  50
111153,PRESTON GREEN,1825 LITTLE HERB WAY,40509,605,ACTIVE,24-Feb-2023,1,97,  48  50
111153,PRESTON GREEN,1825 LITTLE HERB WAY,40509,605,ACTIVE,14-Sep-2023,2,99,  50
111153,PRESTON GREEN,1825 LITTLE HERB WAY,40509,605,ACTIVE,30-Aug-2023,1,69,   6   8  10  13  17  18  23  25  36  39  40  41  46  48  50  51  55  56  57  58
54375,"PRETZEL TWISTER, THE",3401 NICHOLASVILLE RD K-2,40503,605,ACTIVE,13-Mar-2023,1,100,
54375,"PRETZEL TWISTER, THE",3401 NICHOLASVILLE RD K-2,40503,605,ACTIVE,12-Sep-2023,1,99,  50
115787,PRINCE CUTS ROYAL PARLOR,2925 RICHMOND RD.,40509,605,ACTIVE,12-Jan-2023,1,100,
115787,PRINCE CUTS ROYAL PARLOR,2925 RICHMOND RD.,40509,605,ACTIVE,26-Jul-2023,2,100,
115787,PRINCE CUTS ROYAL PARLOR,2925 RICHMOND RD.,40509,605,ACTIVE,10-Jul-2023,1,96,   3   5
115787,PRINCE CUTS ROYAL PARLOR,2925 RICHMOND RD.,40509,605,ACTIVE,10-Jan-2024,1,98,  29
115787,PRINCE CUTS ROYAL PARLOR,2925 RICHMOND RD.,40509,605,ACTIVE,10-Jan-2024,2,100,
115787,PRINCE CUTS ROYAL PARLOR,2925 RICHMOND RD.,40509,605,ACTIVE,05-Feb-2024,12,,
82797,PRO SHAKES NUTRITION,340 E. NEW CIRCLE RD #130,40505,605,ACTIVE,03-Apr-2023,1,100,
82797,PRO SHAKES NUTRITION,340 E. NEW CIRCLE RD #130,40505,605,ACTIVE,30-Aug-2023,1,100,
34079,PROGRESS MINI MARKET,600 N LIMESTONE ST,40508,610,INACTIVE,14-Dec-2023,12,,
78537,PROUD MARY,9079 OLD RICHMOND ROAD,40515,605,ACTIVE,27-Apr-2023,1,96,  41  44  45  56
78537,PROUD MARY,9079 OLD RICHMOND ROAD,40515,605,ACTIVE,07-Feb-2024,2,96,  10  40  48
78537,PROUD MARY,9079 OLD RICHMOND ROAD,40515,605,ACTIVE,07-Feb-2024,1,92,   6  10  29  40  48
81615,PUCCINI'S,3801 DYLAN PL. STE 150,40514,605,ACTIVE,03-Jan-2023,1,91,  23  40  45  48  50  56
81615,PUCCINI'S,3801 DYLAN PL. STE 150,40514,605,ACTIVE,24-Apr-2023,1,88,  18  45  47  48  50  53  56
81615,PUCCINI'S,3801 DYLAN PL. STE 150,40514,605,ACTIVE,08-May-2023,2,91,  15  45  48  50  56  58
81615,PUCCINI'S,3801 DYLAN PL. STE 150,40514,605,ACTIVE,08-May-2023,12,,
81615,PUCCINI'S,3801 DYLAN PL. STE 150,40514,605,ACTIVE,22-May-2023,2,96,  48  50  56
81615,PUCCINI'S,3801 DYLAN PL. STE 150,40514,605,ACTIVE,29-Aug-2023,1,70,   1   3   5   6   8  10  13  17  18  24  25  40  41  48  49  50  56  57
81615,PUCCINI'S,3801 DYLAN PL. STE 150,40514,605,ACTIVE,19-Dec-2023,1,93,  37  41  44  48  50  56
81615,PUCCINI'S,3801 DYLAN PL. STE 150,40514,605,ACTIVE,14-Sep-2023,2,95,  48  50  56  57
72188,PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,40502,605,ACTIVE,28-Feb-2023,1,84,   1  13  24  29  40  41  44  45  48  50  56
72188,PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,40502,605,ACTIVE,15-Mar-2023,2,96,  45  46  50  56
72188,PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,40502,605,ACTIVE,28-Mar-2023,3,89,   1   6  24  41  50  56  58
72188,PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,40502,605,ACTIVE,12-Apr-2023,2,95,  50  55  56  58
72188,PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,40502,605,ACTIVE,28-Apr-2023,2,98,  50  56
72188,PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,40502,605,ACTIVE,04-May-2023,12,,
72188,PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,40502,605,ACTIVE,30-Jan-2024,1,88,   6  24  25  38  48  50  56  57
72188,PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,40502,605,ACTIVE,13-Jul-2023,2,95,  45  48  50  56
72188,PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,40502,605,ACTIVE,24-Oct-2023,1,86,   6  10  24  25  39  41  45  48  50  56
72188,PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,40502,605,ACTIVE,24-Oct-2023,2,92,  10  39  41  45  48  50  56
32467,PUDDLE JUMPERS,1183 DEVONPORT DRIVE,40504,605,ACTIVE,04-Jan-2024,2,97,  51  58
32467,PUDDLE JUMPERS,1183 DEVONPORT DRIVE,40504,605,ACTIVE,14-Dec-2023,1,94,   1  40  56  58
32467,PUDDLE JUMPERS,1183 DEVONPORT DRIVE,40504,605,ACTIVE,11-Jan-2024,2,100,
31293,PUDDLE JUMPERS LEARNING CENTER,1940 CAMBRIDGE DR.,40504,605,ACTIVE,05-Jan-2023,1,99,  56
31293,PUDDLE JUMPERS LEARNING CENTER,1940 CAMBRIDGE DR.,40504,605,ACTIVE,12-Dec-2023,1,98,  48
31293,PUDDLE JUMPERS LEARNING CENTER,1940 CAMBRIDGE DR.,40504,605,ACTIVE,03-Jul-2023,2,100,
31293,PUDDLE JUMPERS LEARNING CENTER,1940 CAMBRIDGE DR.,40504,605,ACTIVE,03-Jul-2023,1,98,  25
115833,PULL UP CHEF,408 CHESTNUT ST,40509,605,ACTIVE,05-Jun-2023,1,99,  50
31232,QDOBA MEXICAN GRILL #2086,265 EUCLID AVENUE,40508,605,INACTIVE,27-Jan-2023,3,95,  10  40  41  50  56
31232,QDOBA MEXICAN GRILL #2086,265 EUCLID AVENUE,40508,605,INACTIVE,17-Feb-2023,1,95,  39  40  50  56  57
81476,QDOBA MEXICAN GRILL #2524,3735 PALOMAR DR #65,40513,605,INACTIVE,12-Apr-2023,1,86,   1   8  10  22  48  50  56  57
81476,QDOBA MEXICAN GRILL #2524,3735 PALOMAR DR #65,40513,605,INACTIVE,28-Apr-2023,2,92,  22  43  48  50  56
81476,QDOBA MEXICAN GRILL #2524,3735 PALOMAR DR #65,40513,605,INACTIVE,05-May-2023,2,95,  48  50  56  57
98871,QUALITY INN,2381 BUENA VISTA RD,40505,605,ACTIVE,05-Jan-2023,2,98,  49  51
98871,QUALITY INN,2381 BUENA VISTA RD,40505,605,ACTIVE,02-Jun-2023,1,95,  10  40  48  50
98871,QUALITY INN,2381 BUENA VISTA RD,40505,605,ACTIVE,29-Nov-2023,1,96,   1  10  40
98871,QUALITY INN,2381 BUENA VISTA RD,40505,605,ACTIVE,12-Dec-2023,2,98,  10  41
114393,QUALITY INN / MAINSTAY SUITES,1938 STANTON WAY,40511,605,ACTIVE,30-Mar-2023,1,97,   5  56
114393,QUALITY INN / MAINSTAY SUITES,1938 STANTON WAY,40511,605,ACTIVE,31-Mar-2023,2,99,  56
114393,QUALITY INN / MAINSTAY SUITES,1938 STANTON WAY,40511,605,ACTIVE,06-Feb-2024,1,98,  10  45
114393,QUALITY INN / MAINSTAY SUITES,1938 STANTON WAY,40511,605,ACTIVE,19-Sep-2023,1,98,  56  57
113861,QUE TACO (STATE MOBILE),2905 TUSCALOOSA LN,40515,605,ACTIVE,18-Jan-2023,2,99,  56
57232,QUINN CHAPEL CHILD CARE CENTER,744 CHARLES AVENUE,40508,605,ACTIVE,29-Mar-2023,1,97,  48  50
57232,QUINN CHAPEL CHILD CARE CENTER,744 CHARLES AVENUE,40508,605,ACTIVE,13-Sep-2023,1,96,  48  50  56
32294,R & R ENTERTAINMENT DBA SQUIRES TAVERN,3429 BUCKHORN DR #3,40515,605,ACTIVE,08-Mar-2023,1,96,  10  46  51  56
32294,R & R ENTERTAINMENT DBA SQUIRES TAVERN,3429 BUCKHORN DR #3,40515,605,ACTIVE,07-Sep-2023,1,98,  50  56
62842,RAFFERTY'S,1865 ALYSHEBA WAY,40509,605,ACTIVE,13-Apr-2023,1,94,  15  48  50  56
62842,RAFFERTY'S,1865 ALYSHEBA WAY,40509,605,ACTIVE,01-Nov-2023,1,97,  15  56
62842,RAFFERTY'S,1865 ALYSHEBA WAY,40509,605,ACTIVE,19-Oct-2023,1,86,   1   6  15  20  36  41  44  48  56
99832,RAISING CANE'S,2030 HARRODSBURG RD,40503,605,ACTIVE,15-Mar-2023,1,99,  51
99832,RAISING CANE'S CHICKEN FINGERS,2030 HARRODSBURG RD,40503,605,ACTIVE,10-Oct-2023,1,98,  40  57
48161,RAISING CANE'S CHICKEN FINGERS,2555 NICHOLASVILLE ROAD,40503,605,ACTIVE,12-Jan-2023,1,99,  10
48161,RAISING CANE'S CHICKEN FINGERS,2555 NICHOLASVILLE ROAD,40503,605,ACTIVE,24-Jul-2023,1,86,   8  10  18  38  39  47  48  50
48161,RAISING CANE'S CHICKEN FINGERS,2555 NICHOLASVILLE ROAD,40503,605,ACTIVE,07-Aug-2023,2,97,  38  43  56
48161,RAISING CANE'S CHICKEN FINGERS,2555 NICHOLASVILLE ROAD,40503,605,ACTIVE,23-Jan-2024,1,96,  40  48  51
79020,RAISING CANE'S CHICKEN FINGERS,544 S. UPPER STREET,40508,605,ACTIVE,16-Feb-2023,1,98,  39  56
79020,RAISING CANE'S CHICKEN FINGERS,544 S. UPPER STREET,40508,605,ACTIVE,09-Feb-2024,2,98,  40  56
79020,RAISING CANE'S CHICKEN FINGERS,544 S. UPPER STREET,40508,605,ACTIVE,09-Feb-2024,1,93,   6   8  40  56
79020,RAISING CANE'S CHICKEN FINGERS,544 S. UPPER STREET,40508,605,ACTIVE,30-Aug-2023,1,99,  56
79179,RAISING CANE'S CHICKEN FINGERS,2201 WAR ADMIRAL WAY,40509,605,ACTIVE,20-Jun-2023,1,100,
79179,RAISING CANE'S CHICKEN FINGERS,2201 WAR ADMIRAL WAY,40509,605,ACTIVE,27-Dec-2023,1,100,
117265,RALLY'S,410 GEORGETOWN RD,40508,605,ACTIVE,21-Mar-2023,1,94,  24  48  50  56
117265,RALLY'S,410 GEORGETOWN RD,40508,605,ACTIVE,21-Mar-2023,2,96,  48  50  56
117265,RALLY'S,410 GEORGETOWN RD,40508,605,ACTIVE,04-Oct-2023,2,92,  43  44  48  50  56  58
117265,RALLY'S,410 GEORGETOWN RD,40508,605,ACTIVE,12-Oct-2023,2,96,  48  50  56
117265,RALLY'S,410 GEORGETOWN RD,40508,605,ACTIVE,04-Oct-2023,12,,
117265,RALLY'S,410 GEORGETOWN RD,40508,605,ACTIVE,20-Sep-2023,1,93,  44  48  50  56  58
117265,RALLY'S,410 GEORGETOWN RD,40508,605,ACTIVE,26-Jan-2024,1,96,  45  48  56
117271,RALLY'S,2975 RICHMOND RD,40509,605,ACTIVE,21-Apr-2023,12,,
117271,RALLY'S,2975 RICHMOND RD,40509,605,ACTIVE,21-Apr-2023,1,95,  37  50  53  56
117271,RALLY'S,2975 RICHMOND RD,40509,605,ACTIVE,28-Apr-2023,2,99,  56
117271,RALLY'S,2975 RICHMOND RD,40509,605,INACTIVE,10-Aug-2023,1,95,  40  50  54  55  56
117271,RALLY'S,2975 RICHMOND RD,40509,605,INACTIVE,25-Sep-2023,12,,
117272,RALLY'S,4171 TATES CREEK CENTER DR,40517,605,ACTIVE,05-Jan-2023,1,94,  45  50  54  55  56  57
117272,RALLY'S,4171 TATES CREEK CENTER DR,40517,605,ACTIVE,17-Jul-2023,1,85,   1  18  40  45  48  50  54  55  56  58
117272,RALLY'S,4171 TATES CREEK CENTER DR,40517,605,ACTIVE,08-Jan-2024,1,98,  50  56
117272,RALLY'S,4171 TATES CREEK CENTER DR,40517,605,ACTIVE,31-Jul-2023,2,93,  40  45  48  50  54  56
117278,RALLY'S,125 E NEW CIRCLE,40505,605,ACTIVE,19-Apr-2023,1,95,  44  48  54  56
117278,RALLY'S,125 E NEW CIRCLE,40505,605,ACTIVE,24-Oct-2023,1,96,  48  50  56
115521,RAM 3 LLC- SHELL,1009 GEORGETOWN RD.,40511,607,ACTIVE,15-Jun-2023,1,96,  48  55  56
115521,RAM 3 LLC- SHELL,1009 GEORGETOWN RD.,40511,607,ACTIVE,15-Jun-2023,1,77,   1   6   8  10  17  21  25  26  38  39  46  48  55  56
115521,RAM 3 LLC- SHELL,1009 GEORGETOWN RD.,40511,607,ACTIVE,05-Jul-2023,2,100,
115521,RAM 3 LLC- SHELL,1009 GEORGETOWN RD.,40511,607,ACTIVE,30-Nov-2023,1,98,  55  56
115521,RAM 3 LLC- SHELL,1009 GEORGETOWN RD.,40511,607,ACTIVE,30-Nov-2023,1,86,   6  17  18  21  37  39  48  56
115521,RAM 3 LLC- SHELL,1009 GEORGETOWN RD.,40511,607,ACTIVE,30-Nov-2023,2,94,  17  37  39  48  56
61341,RAMSEY'S,3090 HELMSDALE PLACE,40509,605,ACTIVE,06-Feb-2023,2,97,  48  56
61341,RAMSEY'S,3090 HELMSDALE PLACE,40509,605,ACTIVE,05-Jun-2023,1,95,  36  41  48  56
61341,RAMSEY'S,3090 HELMSDALE PLACE,40509,605,ACTIVE,13-Dec-2023,1,96,  48  50  56
63058,RAMSEY'S,4391 OLD HARRODSBURG RD,40513,605,ACTIVE,14-Mar-2023,2,92,  17  40  46  48  50  56  57
63058,RAMSEY'S,4391 OLD HARRODSBURG RD,40513,605,ACTIVE,14-Mar-2023,1,83,   6   8  17  23  40  41  46  48  50  56  57
63058,RAMSEY'S,4391 OLD HARRODSBURG RD,40513,605,ACTIVE,03-Oct-2023,1,94,  41  46  48  50  56
65709,RAMSEY'S COMMISSARY,938 WINCHESTER ROAD,40505,605,ACTIVE,28-Mar-2023,1,96,  40  48  56
65709,RAMSEY'S COMMISSARY,938 WINCHESTER ROAD,40505,605,ACTIVE,03-Oct-2023,1,96,  48  50  56
94633,RAMSEY'S RESTAURANT,151 W ZANDALE DR STE 100,40503,605,ACTIVE,13-Mar-2023,1,98,  50  56
94633,RAMSEY'S RESTAURANT,151 W ZANDALE DR STE 100,40503,605,ACTIVE,15-Sep-2023,1,98,  38  50
47516,RAMSEY'S TC,4053 S #35 TATES CREEK ROAD,40515,605,ACTIVE,07-Jun-2023,1,96,  45  48  56
119514,RAMSEYS DINER MASTERSON STATION,112 LUCILLE DR SUITE 110,40511,605,ACTIVE,18-Aug-2023,1,100,
119514,RAMSEYS DINER MASTERSON STATION,112 LUCILLE DR SUITE 110,40511,605,ACTIVE,15-Sep-2023,1,99,  46
117153,RANCHO MORENAL,941 DETROIT AVE,40509,605,ACTIVE,03-Oct-2023,1,89,   1  18  21  37  49  55
120299,RANCHO MORENAL,941 DETROIT AVE,40505,605,ACTIVE,26-Oct-2023,1,99,  56
117264,"RARE LLC, DBA CONSTITUTION",109 CONSTITUTION,40507,605,ACTIVE,16-Feb-2023,1,100,
117264,"RARE LLC, DBA CONSTITUTION",109 CONSTITUTION,40507,605,ACTIVE,30-Aug-2023,1,100,
111272,RD1 DISTILLERY,1170 MANCHESTER ST #190,40511,605,ACTIVE,22-Feb-2023,1,98,  37  44
111272,RD1 DISTILLERY,1170 MANCHESTER ST #190,40511,605,ACTIVE,28-Aug-2023,1,99,  44
32211,RED LOBSTER #0188,2550 NICHOLASVILLE RD,40503,605,ACTIVE,10-Feb-2023,3,93,  34  39  41  45  48  56
32211,RED LOBSTER #0188,2550 NICHOLASVILLE RD,40503,605,ACTIVE,03-Apr-2023,1,90,   1  34  40  48  50  51  56  57
32211,RED LOBSTER #0188,2550 NICHOLASVILLE RD,40503,605,ACTIVE,28-Apr-2023,2,93,  10  34  43  45  50  56  57
32211,RED LOBSTER #0188,2550 NICHOLASVILLE RD,40503,605,ACTIVE,12-Oct-2023,1,94,  10  41  45  50  51  56
61197,RED LOBSTER #6379,1848 ALYSHEBA WAY,40509,605,ACTIVE,30-Jan-2023,1,97,  48  50
61197,RED LOBSTER #6379,1848 ALYSHEBA WAY,40509,605,ACTIVE,31-Aug-2023,1,90,  10  18  41  48  49  50  56
61197,RED LOBSTER #6379,1848 ALYSHEBA WAY,40509,605,ACTIVE,15-Sep-2023,2,96,  48  50  56
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,40511,605,ACTIVE,12-Apr-2023,1,96,  48  50  56
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,40511,607,ACTIVE,12-Apr-2023,1,100,
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,40511,607,ACTIVE,12-Apr-2023,1,96,  48  50  56
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,40511,605,ACTIVE,12-Apr-2023,1,100,
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,40511,607,ACTIVE,26-Oct-2023,1,87,   1  17  21  29  34  37  48  56
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,40511,605,ACTIVE,26-Oct-2023,2,94,  17  34  37  48  56
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,40511,607,ACTIVE,26-Oct-2023,12,,
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,40511,605,ACTIVE,26-Oct-2023,1,87,   1  17  21  29  34  37  48  56
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,40511,605,ACTIVE,26-Oct-2023,1,100,
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,40511,607,ACTIVE,26-Oct-2023,1,100,
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,40511,605,ACTIVE,26-Oct-2023,12,,
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,40511,607,ACTIVE,26-Oct-2023,2,94,  17  34  37  48  56
116131,REDDS KITCHEN,428 SOUTHLAND,40508,605,ACTIVE,24-Jan-2023,1,99,  56
116131,REDDS KITCHEN,428 SOUTHLAND,40508,605,ACTIVE,07-Apr-2023,1,98,  36  56
116131,REDDS KITCHEN,428 SOUTHLAND,40508,605,INACTIVE,18-Oct-2023,1,97,  15  56
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,40509,607,ACTIVE,30-Jan-2023,1,95,  48  50  54  56
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,40509,607,ACTIVE,30-Jan-2023,2,97,  48  56
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,40509,607,ACTIVE,30-Jan-2023,1,92,  18  25  48  56
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,40509,607,ACTIVE,17-Jan-2024,1,94,  25  48  50  56
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,40509,607,ACTIVE,18-Jul-2023,1,96,  10  50  56  57
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,40509,607,ACTIVE,18-Jul-2023,1,97,  37  38  56
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,40509,607,ACTIVE,31-Jan-2024,2,97,  48  50
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,40509,607,ACTIVE,17-Jan-2024,1,95,  25  50  56  57
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,40509,607,ACTIVE,31-Jan-2024,2,92,   1  21  50  56  57
44178,RESIDENCE INN,1080 NEWTOWN PIKE,40511,607,ACTIVE,30-Jan-2023,1,97,  38  50  57
44178,RESIDENCE INN,1080 NEWTOWN PIKE,40511,607,ACTIVE,30-Jan-2023,1,100,
44178,RESIDENCE INN,1080 NEWTOWN PIKE,40511,607,ACTIVE,03-Jul-2023,1,91,   1  18  28  37  56
44178,RESIDENCE INN,1080 NEWTOWN PIKE,40511,607,ACTIVE,03-Jul-2023,1,100,
44178,RESIDENCE INN,1080 NEWTOWN PIKE,40511,607,ACTIVE,21-Jul-2023,2,100,
44178,RESIDENCE INN,1080 NEWTOWN PIKE,40511,607,ACTIVE,07-Dec-2023,1,100,
44178,RESIDENCE INN,1080 NEWTOWN PIKE,40511,607,ACTIVE,07-Dec-2023,1,97,  15  41
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,605,ACTIVE,26-Jan-2023,1,100,
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,605,ACTIVE,26-Jan-2023,1,97,  41  50  56
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,607,ACTIVE,26-Jan-2023,1,100,
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,607,ACTIVE,26-Jan-2023,1,97,  41  50  56
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,607,ACTIVE,03-Aug-2023,1,97,  48  51
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,607,ACTIVE,18-Jan-2024,1,100,
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,605,ACTIVE,03-Aug-2023,1,97,  48  51
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,607,ACTIVE,03-Aug-2023,1,100,
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,607,ACTIVE,18-Jan-2024,1,97,  18
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,605,ACTIVE,03-Aug-2023,1,100,
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,605,ACTIVE,18-Jan-2024,2,100,
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,607,ACTIVE,18-Jan-2024,2,100,
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,605,ACTIVE,18-Jan-2024,1,100,
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,605,ACTIVE,18-Jan-2024,1,97,  18
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,607,ACTIVE,17-Mar-2023,1,82,   8  10  15  23  25  29  36  46  48  56
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,605,ACTIVE,17-Mar-2023,1,82,   8  10  15  23  25  29  36  46  48  56
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,605,ACTIVE,31-Mar-2023,2,94,  15  17  48  56
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,605,ACTIVE,31-Mar-2023,2,91,  15  17  22  48  56
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,607,ACTIVE,31-Mar-2023,2,94,  15  17  48  56
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,607,ACTIVE,31-Mar-2023,2,91,  15  17  22  48  56
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,607,ACTIVE,31-Jan-2024,1,92,  17  18  48  50  56
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,605,ACTIVE,31-Jan-2024,1,92,  17  18  48  50  56
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,607,ACTIVE,16-Oct-2023,2,94,  15  45  48  56
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,605,ACTIVE,02-Oct-2023,1,70,   1   3   5   6  13  15  17  18  21  22  25  44  45  48  50  56
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,607,ACTIVE,02-Oct-2023,1,70,   1   3   5   6  13  15  17  18  21  22  25  44  45  48  50  56
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,605,ACTIVE,16-Oct-2023,2,94,  15  45  48  56
30946,REYNOLDS RD. FOOD MART,155 EAST REYNOLDS ROAD,40503,610,ACTIVE,24-Jan-2023,1,90,  18  48  50  52  54  56
